POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
963,-2074.1762,-19465.2789,-2927.1495,65.9763,0.0,-21539.4551,-2861.1732,-24400.6283
964,-2066.4572,-19377.9581,-2970.42,66.8411,0.0,-21444.4153,-2903.5789,-24347.9942
965,-2068.8672,-19351.0787,-2964.9557,66.4987,0.0,-21419.9459,-2898.457,-24318.4029
966,-2053.6268,-19416.307,-2953.5988,66.4689,0.0,-21469.9338,-2887.1299,-24357.0637
967,-2057.7706,-19444.4913,-2985.6038,66.7131,0.0,-21502.2619,-2918.8907,-24421.1526
968,-2075.8376,-19391.1237,-2973.8453,66.6836,0.0,-21466.9613,-2907.1617,-24374.123
969,-2046.1569,-19347.7021,-3020.055,66.9486,0.0,-21393.859,-2953.1064,-24346.9654
970,-2067.1996,-19336.93,-3047.9755,67.1958,0.0,-21404.1296,-2980.7797,-24384.9093
971,-2103.8187,-19414.0983,-3000.3962,66.4737,0.0,-21517.917,-2933.9225,-24451.8395
972,-2048.1014,-19321.488,-3027.7664,67.2071,0.0,-21369.5894,-2960.5593,-24330.1487
973,-2016.9216,-19446.6587,-2992.6691,67.3405,0.0,-21463.5803,-2925.3286,-24388.9089
974,-2044.9277,-19385.6749,-2986.7661,68.1517,0.0,-21430.6026,-2918.6144,-24349.217
975,-2053.7976,-19376.7484,-3027.1229,67.3434,0.0,-21430.546,-2959.7795,-24390.3255
976,-2049.0473,-19386.0263,-3004.1911,67.2667,0.0,-21435.0736,-2936.9244,-24371.998
977,-2049.8536,-19451.7002,-2959.7275,66.6381,0.0,-21501.5538,-2893.0894,-24394.6432
978,-2047.9066,-19486.4373,-2954.7386,66.2929,0.0,-21534.3439,-2888.4457,-24422.7896
979,-2039.7616,-19424.4462,-2988.4751,67.1449,0.0,-21464.2078,-2921.3302,-24385.538
980,-2068.8956,-19345.7032,-3000.6411,66.8853,0.0,-21414.5988,-2933.7558,-24348.3546
981,-2058.4302,-19359.246,-2966.2418,66.6987,0.0,-21417.6762,-2899.5431,-24317.2193
982,-2036.0873,-19332.4156,-2990.7468,66.5977,0.0,-21368.5029,-2924.1491,-24292.652
983,-2056.9957,-19271.1832,-2984.2997,66.5827,0.0,-21328.1789,-2917.717,-24245.8959
984,-2043.1221,-19356.2323,-3004.6281,67.1988,0.0,-21399.3544,-2937.4293,-24336.7837
985,-2071.18,-19382.9754,-2979.7583,66.4116,0.0,-21454.1554,-2913.3467,-24367.5021
986,-2091.0624,-19413.4973,-2969.1845,66.2277,0.0,-21504.5597,-2902.9568,-24407.5165
987,-2073.0032,-19415.8297,-2988.469,66.2956,0.0,-21488.8329,-2922.1734,-24411.0063
988,-2087.8545,-19415.5915,-2941.3317,65.8451,0.0,-21503.446,-2875.4866,-24378.9326
989,-2067.7241,-19362.9366,-3000.6369,66.6414,0.0,-21430.6607,-2933.9955,-24364.6562
990,-2075.4316,-19324.5096,-3038.9741,66.6178,0.0,-21399.9412,-2972.3563,-24372.2975
991,-2069.5796,-19337.9505,-3088.9263,66.5737,0.0,-21407.5301,-3022.3526,-24429.8827
992,-2046.558,-19316.4705,-3060.9035,66.5309,0.0,-21363.0285,-2994.3726,-24357.4011
993,-2059.3581,-19283.4133,-3079.1824,66.7444,0.0,-21342.7714,-3012.438,-24355.2094
994,-2076.4819,-19314.2132,-3066.7771,65.9407,0.0,-21390.6951,-3000.8364,-24391.5315
995,-2055.2454,-19337.4213,-3066.6188,65.8499,0.0,-21392.6667,-3000.7689,-24393.4356
996,-2076.1519,-19331.1,-3042.968,66.1983,0.0,-21407.2519,-2976.7697,-24384.0216
997,-2081.0688,-19419.6759,-3037.0304,66.7826,0.0,-21500.7447,-2970.2478,-24470.9925
998,-2072.0997,-19323.0952,-3056.3094,66.6358,0.0,-21395.1949,-2989.6736,-24384.8685
999,-2028.4786,-19382.9912,-3037.2426,67.5234,0.0,-21411.4698,-2969.7192,-24381.189
1000,-2063.6026,-19389.7991,-2996.2136,67.0351,0.0,-21453.4017,-2929.1785,-24382.5802
1001,-2050.6106,-19382.0713,-3032.3259,67.3714,0.0,-21432.6819,-2964.9545,-24397.6364
1002,-2017.5428,-19381.9374,-3041.4843,67.1782,0.0,-21399.4802,-2974.3061,-24373.7863
1003,-2046.7806,-19409.1251,-2999.3888,67.1196,0.0,-21455.9057,-2932.2692,-24388.1749
1004,-2068.3932,-19356.7604,-3006.4648,66.1596,0.0,-21425.1536,-2940.3052,-24365.4588
1005,-2085.2201,-19322.5904,-3016.346,66.186,0.0,-21407.8105,-2950.16,-24357.9705
1006,-2064.8072,-19343.3982,-3077.7299,66.6011,0.0,-21408.2054,-3011.1288,-24419.3342
1007,-2078.3791,-19290.3672,-3079.3374,66.3531,0.0,-21368.7463,-3012.9843,-24381.7306
1008,-2061.2972,-19271.2324,-3076.3584,66.8292,0.0,-21332.5296,-3009.5292,-24342.0588
1009,-2059.9019,-19355.0414,-3058.3837,67.2369,0.0,-21414.9433,-2991.1468,-24406.0901
1010,-2058.7378,-19362.0194,-3068.7261,66.3719,0.0,-21420.7572,-3002.3542,-24423.1114
1011,-2048.2711,-19274.103,-3057.3289,66.6844,0.0,-21322.3741,-2990.6445,-24313.0186
1012,-2035.4839,-19317.1994,-3063.5729,66.6871,0.0,-21352.6833,-2996.8858,-24349.5691
1013,-2046.7551,-19450.8915,-2997.5836,66.8708,0.0,-21497.6466,-2930.7128,-24428.3594
1014,-2055.7519,-19299.0364,-3054.3954,67.1687,0.0,-21354.7883,-2987.2267,-24342.015
1015,-2063.4788,-19268.5889,-3092.9436,67.3217,0.0,-21332.0677,-3025.6219,-24357.6896
1016,-2080.8084,-19319.0494,-3066.9437,67.0347,0.0,-21399.8578,-2999.909,-24399.7668
1017,-2041.7736,-19302.6503,-3074.1502,66.9543,0.0,-21344.4239,-3007.1959,-24351.6198
1018,-2064.5455,-19352.561,-3035.847,67.2743,0.0,-21417.1065,-2968.5727,-24385.6792
1019,-2055.0238,-19385.9748,-3052.2587,67.4341,0.0,-21440.9986,-2984.8246,-24425.8232
1020,-2080.2777,-19382.2059,-2998.3908,67.0257,0.0,-21462.4836,-2931.3651,-24393.8487
1021,-2075.5833,-19464.13,-2954.1943,65.2488,0.0,-21539.7133,-2888.9455,-24428.6588
1022,-2093.3287,-19356.1991,-3012.1699,65.873,0.0,-21449.5278,-2946.2969,-24395.8247
1023,-2075.8528,-19361.1798,-2989.443,66.1891,0.0,-21437.0326,-2923.2539,-24360.2865
1024,-2059.8321,-19428.8922,-2949.1307,66.0576,0.0,-21488.7243,-2883.0731,-24371.7974
1025,-2063.6908,-19324.5882,-3000.586,66.484,0.0,-21388.279,-2934.102,-24322.381
1026,-2055.5955,-19466.9134,-2960.0082,65.8253,0.0,-21522.5089,-2894.1829,-24416.6918
1027,-2072.3802,-19376.2786,-2958.4874,66.6013,0.0,-21448.6588,-2891.8861,-24340.5449
1028,-2068.094,-19496.0133,-2913.7018,65.7299,0.0,-21564.1073,-2847.9719,-24412.0792
1029,-2050.2642,-19464.8259,-2919.601,65.6658,0.0,-21515.0901,-2853.9352,-24369.0253
1030,-2060.9456,-19566.3134,-2891.8349,65.4624,0.0,-21627.259,-2826.3725,-24453.6315
1031,-2062.101,-19430.2816,-2938.0084,64.7405,0.0,-21492.3826,-2873.2679,-24365.6505
1032,-2101.1302,-19518.7385,-2879.9307,64.2325,0.0,-21619.8687,-2815.6982,-24435.5669
1033,-2046.2588,-19508.6785,-2893.0859,64.8878,0.0,-21554.9373,-2828.1981,-24383.1354
1034,-2090.3882,-19344.8546,-2973.6151,64.9342,0.0,-21435.2428,-2908.6809,-24343.9237
1035,-2064.2904,-19445.1626,-2962.9109,65.6601,0.0,-21509.453,-2897.2508,-24406.7038
1036,-2049.6575,-19423.6235,-2983.5669,65.525,0.0,-21473.281,-2918.0419,-24391.3229
1037,-2084.2841,-19397.7565,-2975.5206,65.9331,0.0,-21482.0406,-2909.5875,-24391.6281
1038,-2065.1,-19395.3662,-2957.3904,65.4764,0.0,-21460.4662,-2891.914,-24352.3802
1039,-2059.2813,-19443.2147,-2953.9827,65.8357,0.0,-21502.496,-2888.147,-24390.643
1040,-2066.8505,-19494.7607,-2942.0357,65.1804,0.0,-21561.6112,-2876.8553,-24438.4665
1041,-2062.9678,-19427.1549,-2990.8949,65.7067,0.0,-21490.1227,-2925.1882,-24415.3109
1042,-2059.6415,-19389.178,-3006.5401,66.394,0.0,-21448.8195,-2940.1461,-24388.9656
1043,-2068.4495,-19348.9006,-3022.1493,65.3825,0.0,-21417.3501,-2956.7668,-24374.1169
1044,-2057.9806,-19318.8315,-3043.0374,66.1959,0.0,-21376.8121,-2976.8415,-24353.6536
1045,-2097.8837,-19298.1059,-3081.8839,66.5427,0.0,-21395.9896,-3015.3412,-24411.3308
1046,-2061.5442,-19437.5144,-3009.8917,66.2064,0.0,-21499.0586,-2943.6853,-24442.7439
1047,-2058.5609,-19414.4049,-2976.7228,65.7959,0.0,-21472.9658,-2910.9269,-24383.8927
1048,-2059.6866,-19398.3418,-3021.3941,66.2497,0.0,-21458.0284,-2955.1444,-24413.1728
1049,-2043.9474,-19399.4964,-2977.8951,66.0954,0.0,-21443.4438,-2911.7997,-24355.2435
1050,-2067.2303,-19351.596,-3022.9664,67.8883,0.0,-21418.8263,-2955.0781,-24373.9044
1051,-2075.7455,-19419.2047,-2986.2936,66.9167,0.0,-21494.9502,-2919.3769,-24414.3271
1052,-2053.977,-19331.0824,-3002.2382,67.4576,0.0,-21385.0594,-2934.7806,-24319.84
1053,-2067.0698,-19402.692,-2988.9246,67.1915,0.0,-21469.7618,-2921.7331,-24391.4949
1054,-2012.9458,-19370.5688,-3042.1296,67.6487,0.0,-21383.5146,-2974.4809,-24357.9955
1055,-2019.8459,-19400.577,-3013.4,66.8886,0.0,-21420.4229,-2946.5114,-24366.9343
1056,-2048.046,-19380.9789,-2990.2856,67.1123,0.0,-21429.0249,-2923.1733,-24352.1982
1057,-2084.8558,-19284.1184,-3058.2925,67.5277,0.0,-21368.9742,-2990.7648,-24359.739
1058,-2063.8168,-19420.2837,-3005.9212,66.239,0.0,-21484.1005,-2939.6822,-24423.7827
1059,-2054.1985,-19297.6703,-3046.0653,66.5065,0.0,-21351.8688,-2979.5588,-24331.4276
1060,-2061.6583,-19415.1588,-2984.9971,66.0382,0.0,-21476.8171,-2918.9589,-24395.776
1061,-2061.4234,-19370.0964,-2994.672,65.815,0.0,-21431.5198,-2928.857,-24360.3768
1062,-2088.5641,-19402.1528,-2971.5459,66.1831,0.0,-21490.7169,-2905.3628,-24396.0797
1063,-2063.4331,-19406.4618,-2977.9665,65.7243,0.0,-21469.8949,-2912.2422,-24382.1371
1064,-2071.1121,-19360.5558,-3003.4733,66.4595,0.0,-21431.6679,-2937.0138,-24368.6817
1065,-2041.812,-19410.7098,-2975.2755,66.9391,0.0,-21452.5218,-2908.3364,-24360.8582
1066,-2051.1996,-19319.8844,-3032.9521,66.988,0.0,-21371.084,-2965.9641,-24337.0481
1067,-2073.1227,-19355.8626,-3005.8743,66.003,0.0,-21428.9853,-2939.8713,-24368.8566
1068,-2064.2836,-19408.7456,-2974.4489,65.3847,0.0,-21473.0292,-2909.0642,-24382.0934
1069,-2097.2532,-19329.9508,-2999.0822,65.7401,0.0,-21427.204,-2933.3421,-24360.5461
1070,-2061.636,-19426.9219,-2996.7055,65.5266,0.0,-21488.5579,-2931.1789,-24419.7368
1071,-2114.673,-19295.5929,-3005.2779,66.6173,0.0,-21410.2659,-2938.6606,-24348.9265
1072,-2051.9057,-19405.8188,-3001.5668,65.9739,0.0,-21457.7245,-2935.5929,-24393.3174
1073,-2037.6845,-19386.4566,-2996.5548,66.091,0.0,-21424.1411,-2930.4638,-24354.6049
1074,-2050.1229,-19313.6307,-3022.5546,66.3516,0.0,-21363.7536,-2956.203,-24319.9566
1075,-2077.7564,-19284.903,-3031.3255,66.1792,0.0,-21362.6594,-2965.1463,-24327.8057
1076,-2098.253,-19274.4652,-3029.8259,66.5682,0.0,-21372.7182,-2963.2577,-24335.9759
1077,-2051.1247,-19325.0305,-3028.6479,66.1928,0.0,-21376.1552,-2962.4551,-24338.6103
1078,-2085.0155,-19329.957,-3089.5456,66.1029,0.0,-21414.9725,-3023.4427,-24438.4152
1079,-2054.4594,-19342.7178,-3032.4998,66.1388,0.0,-21397.1772,-2966.361,-24363.5382
1080,-2042.0364,-19365.0965,-3007.5024,66.0583,0.0,-21407.1329,-2941.4441,-24348.577
1081,-2068.3498,-19374.0272,-3004.102,65.1217,0.0,-21442.377,-2938.9803,-24381.3573
1082,-2038.0322,-19233.5025,-3109.6032,66.0215,0.0,-21271.5347,-3043.5817,-24315.1164
1083,-2068.3777,-19248.1784,-3076.457,65.9873,0.0,-21316.5561,-3010.4697,-24327.0258
1084,-2079.8081,-19266.2409,-3045.5463,65.8836,0.0,-21346.049,-2979.6627,-24325.7117
1085,-2086.3997,-19341.5362,-3024.0452,65.9449,0.0,-21427.9359,-2958.1003,-24386.0362
1086,-2073.2136,-19336.7369,-3015.7462,65.7409,0.0,-21409.9505,-2950.0053,-24359.9558
1087,-2027.4462,-19501.5131,-2959.2528,65.7938,0.0,-21528.9593,-2893.459,-24422.4183
1088,-2060.4315,-19460.8336,-2957.7382,65.5571,0.0,-21521.2651,-2892.1811,-24413.4462
1089,-2046.7579,-19487.9178,-2952.2257,65.8171,0.0,-21534.6757,-2886.4086,-24421.0843
1090,-2083.9255,-19413.9039,-2966.013,65.4438,0.0,-21497.8294,-2900.5692,-24398.3986
1091,-2053.7577,-19383.1515,-2956.7656,65.7094,0.0,-21436.9092,-2891.0562,-24327.9654
1092,-2067.6439,-19393.6034,-2984.9014,65.3187,0.0,-21461.2473,-2919.5827,-24380.83
1093,-2062.3982,-19350.3108,-2997.8172,65.1011,0.0,-21412.709,-2932.7161,-24345.4251
1094,-2068.2791,-19212.0209,-3114.5948,65.6488,0.0,-21280.3,-3048.946,-24329.246
1095,-2056.1358,-19302.1512,-3063.7605,65.8156,0.0,-21358.287,-2997.9449,-24356.2319
1096,-2050.8408,-19241.2789,-3133.4463,65.5385,0.0,-21292.1197,-3067.9078,-24360.0275
1097,-2054.779,-19359.7147,-3040.2352,65.7526,0.0,-21414.4937,-2974.4826,-24388.9763
1098,-2056.8985,-19300.4158,-3071.6012,65.8341,0.0,-21357.3143,-3005.7671,-24363.0814
1099,-2046.8634,-19255.5527,-3103.9941,66.6668,0.0,-21302.4161,-3037.3273,-24339.7434
1100,-2052.6234,-19271.5034,-3090.1426,66.227,0.0,-21324.1268,-3023.9156,-24348.0424
1101,-2049.8638,-19288.3897,-3046.658,65.7236,0.0,-21338.2535,-2980.9344,-24319.1879
1102,-2046.0111,-19300.8882,-3056.7364,65.9434,0.0,-21346.8993,-2990.793,-24337.6923
1103,-2063.2369,-19355.4727,-3031.5067,66.0755,0.0,-21418.7096,-2965.4312,-24384.1408
1104,-2054.6132,-19344.4403,-3045.4025,66.046,0.0,-21399.0535,-2979.3565,-24378.41
1105,-2047.3838,-19404.5731,-2968.6497,65.9781,0.0,-21451.9569,-2902.6716,-24354.6285
1106,-2041.9465,-19463.4238,-2970.9204,65.8179,0.0,-21505.3703,-2905.1025,-24410.4728
1107,-2037.3639,-19390.4236,-2981.0641,66.2286,0.0,-21427.7875,-2914.8355,-24342.623
1108,-2058.3977,-19426.7161,-2988.153,65.7339,0.0,-21485.1138,-2922.4191,-24407.5329
1109,-2040.7489,-19366.6732,-3052.247,65.8521,0.0,-21407.4221,-2986.3949,-24393.817
1110,-2050.796,-19446.4614,-2967.2375,65.6915,0.0,-21497.2574,-2901.546,-24398.8034
1111,-2040.0309,-19359.4836,-3004.4747,66.5087,0.0,-21399.5145,-2937.966,-24337.4805
1112,-2050.3142,-19394.8447,-2967.9248,66.5262,0.0,-21445.1589,-2901.3986,-24346.5575
1113,-2056.1462,-19392.8784,-2982.9028,67.4398,0.0,-21449.0246,-2915.463,-24364.4876
1114,-2049.787,-19409.1262,-2956.1508,66.5042,0.0,-21458.9132,-2889.6466,-24348.5598
1115,-2030.1879,-19325.9047,-3040.7395,66.7076,0.0,-21356.0926,-2974.0319,-24330.1245
1116,-2048.3516,-19368.2087,-3019.6352,66.5359,0.0,-21416.5603,-2953.0993,-24369.6596
1117,-2015.7541,-19396.8572,-3044.5043,67.5721,0.0,-21412.6113,-2976.9322,-24389.5435
1118,-2068.0804,-19306.828,-3062.8088,66.3607,0.0,-21374.9084,-2996.4481,-24371.3565
1119,-2039.1428,-19459.7514,-2956.4111,65.5275,0.0,-21498.8942,-2890.8836,-24389.7778
1120,-2049.8518,-19481.0563,-2914.2686,65.3151,0.0,-21530.9081,-2848.9535,-24379.8616
1121,-2078.7027,-19495.5207,-2929.958,65.3663,0.0,-21574.2234,-2864.5917,-24438.8151
1122,-2043.0648,-19363.688,-2999.5104,66.5695,0.0,-21406.7528,-2932.9409,-24339.6937
1123,-2055.7895,-19405.9773,-3007.0088,65.8005,0.0,-21461.7668,-2941.2083,-24402.9751
1124,-2036.2465,-19461.8594,-2936.0803,65.7084,0.0,-21498.1059,-2870.3719,-24368.4778
1125,-2066.9734,-19362.1971,-2963.1079,66.3644,0.0,-21429.1705,-2896.7435,-24325.914
1126,-2053.4118,-19406.6517,-2952.4936,66.0324,0.0,-21460.0635,-2886.4612,-24346.5247
1127,-2041.1985,-19466.0799,-2891.9324,66.0681,0.0,-21507.2784,-2825.8643,-24333.1427
1128,-2065.3806,-19465.232,-2917.5106,65.309,0.0,-21530.6126,-2852.2016,-24382.8142
1129,-2048.9537,-19447.3938,-2920.9622,65.997,0.0,-21496.3475,-2854.9652,-24351.3127
1130,-2068.7137,-19447.1528,-2976.6636,65.7436,0.0,-21515.8665,-2910.92,-24426.7865
1131,-2051.4506,-19461.7086,-2949.7542,66.098,0.0,-21513.1592,-2883.6562,-24396.8154
1132,-2075.835,-19404.4828,-2995.5337,65.7415,0.0,-21480.3178,-2929.7922,-24410.11
1133,-2081.1604,-19422.7061,-2951.2902,65.1273,0.0,-21503.8665,-2886.1629,-24390.0294
1134,-2076.588,-19414.2421,-2946.0613,64.9357,0.0,-21490.8301,-2881.1256,-24371.9557
1135,-2074.1618,-19573.0015,-2832.2165,64.633,0.0,-21647.1633,-2767.5835,-24414.7468
1136,-2092.6287,-19555.2827,-2838.5473,64.3027,0.0,-21647.9114,-2774.2446,-24422.156
1137,-2078.7389,-19492.7845,-2866.6064,65.2333,0.0,-21571.5234,-2801.3731,-24372.8965
1138,-2022.8503,-19501.4495,-2890.8933,64.8817,0.0,-21524.2998,-2826.0116,-24350.3114
1139,-2077.3921,-19454.921,-2922.0506,65.1347,0.0,-21532.3131,-2856.9159,-24389.229
1140,-2079.2864,-19479.4748,-2895.3194,64.5277,0.0,-21558.7612,-2830.7917,-24389.5529
1141,-2070.2206,-19566.4382,-2868.4876,64.3639,0.0,-21636.6588,-2804.1237,-24440.7825
1142,-2075.1437,-19466.5035,-2902.4578,65.0557,0.0,-21541.6472,-2837.4021,-24379.0493
1143,-2042.984,-19450.6027,-2934.3243,65.4114,0.0,-21493.5867,-2868.9129,-24362.4996
1144,-2060.1667,-19460.7507,-2941.4361,65.5838,0.0,-21520.9174,-2875.8523,-24396.7697
1145,-2084.7119,-19386.7232,-2984.4055,65.3574,0.0,-21471.4351,-2919.0481,-24390.4832
1146,-2057.0123,-19471.0189,-2940.6297,65.6016,0.0,-21528.0312,-2875.0281,-24403.0593
1147,-2049.8602,-19449.2647,-2950.2948,66.133,0.0,-21499.1249,-2884.1618,-24383.2867
1148,-2049.4074,-19424.9132,-2978.9296,66.1179,0.0,-21474.3206,-2912.8117,-24387.1323
1149,-2066.216,-19335.0773,-3015.0061,66.3356,0.0,-21401.2933,-2948.6705,-24349.9638
1150,-2080.5837,-19304.9304,-3066.5233,65.827,0.0,-21385.5141,-3000.6963,-24386.2104
1151,-2072.2545,-19371.2788,-3021.0505,65.9977,0.0,-21443.5333,-2955.0528,-24398.5861
1152,-2048.0901,-19362.6048,-3054.6009,66.5134,0.0,-21410.6949,-2988.0875,-24398.7824
1153,-2054.1177,-19423.0087,-3005.3628,66.067,0.0,-21477.1264,-2939.2958,-24416.4222
1154,-2060.9283,-19376.5513,-3005.2834,66.4264,0.0,-21437.4796,-2938.857,-24376.3366
1155,-2071.5349,-19400.8659,-3015.6675,65.8386,0.0,-21472.4008,-2949.8289,-24422.2297
1156,-2041.3645,-19380.9803,-3005.6742,65.8338,0.0,-21422.3448,-2939.8404,-24362.1852
1157,-2076.5918,-19358.4817,-2971.5931,65.8168,0.0,-21435.0735,-2905.7763,-24340.8498
1158,-2072.027,-19331.1813,-3094.9467,65.2416,0.0,-21403.2083,-3029.7051,-24432.9134
1159,-2052.2689,-19420.7848,-3022.5343,65.4546,0.0,-21473.0537,-2957.0797,-24430.1334
1160,-2026.1982,-19385.5116,-3019.4064,66.3364,0.0,-21411.7098,-2953.07,-24364.7798
1161,-2059.5935,-19343.0367,-3047.2097,65.7995,0.0,-21402.6302,-2981.4102,-24384.0404
1162,-2055.5274,-19322.4319,-3033.1819,65.5551,0.0,-21377.9593,-2967.6268,-24345.5861
1163,-2068.9765,-19326.9611,-3008.0224,65.2949,0.0,-21395.9376,-2942.7275,-24338.6651
1164,-2066.347,-19414.9706,-2993.0786,65.6959,0.0,-21481.3176,-2927.3827,-24408.7003
1165,-2063.6276,-19373.1168,-3016.904,65.9173,0.0,-21436.7444,-2950.9867,-24387.7311
1166,-2069.496,-19414.02,-2955.6967,65.1642,0.0,-21483.516,-2890.5325,-24374.0485
1167,-2064.5518,-19529.6744,-2897.9975,65.2839,0.0,-21594.2262,-2832.7136,-24426.9398
1168,-2058.7234,-19330.9017,-3041.6429,64.8032,0.0,-21389.6251,-2976.8397,-24366.4648
1169,-2054.978,-19388.8574,-2991.336,65.161,0.0,-21443.8354,-2926.175,-24370.0104
1170,-2039.7,-19365.2342,-3043.6505,65.3274,0.0,-21404.9342,-2978.3231,-24383.2573
1171,-2097.6816,-19365.5797,-2977.0932,64.4889,0.0,-21463.2613,-2912.6043,-24375.8656
1172,-2056.1698,-19407.9354,-2940.7712,65.278,0.0,-21464.1052,-2875.4932,-24339.5984
1173,-2072.5051,-19415.2899,-2956.4846,65.4192,0.0,-21487.795,-2891.0654,-24378.8604
1174,-2077.6272,-19276.1337,-2992.7247,65.9526,0.0,-21353.7609,-2926.7721,-24280.533
1175,-2060.9874,-19347.9676,-3013.7971,65.8817,0.0,-21408.955,-2947.9154,-24356.8704
1176,-2059.7478,-19287.0778,-3057.1565,66.1074,0.0,-21346.8256,-2991.0491,-24337.8747
1177,-2034.3135,-19406.7562,-2963.2716,65.7112,0.0,-21441.0697,-2897.5604,-24338.6301
1178,-2084.5831,-19360.9463,-2995.8065,65.8336,0.0,-21445.5294,-2929.9729,-24375.5023
1179,-2064.1946,-19382.3735,-3000.8273,65.6398,0.0,-21446.5681,-2935.1875,-24381.7556
1180,-2061.4725,-19382.4708,-3003.2012,65.6786,0.0,-21443.9433,-2937.5226,-24381.4659
1181,-2029.4593,-19299.2478,-3030.8677,65.3148,0.0,-21328.7071,-2965.5529,-24294.26
1182,-2040.351,-19393.0531,-2959.1548,64.8465,0.0,-21433.4041,-2894.3083,-24327.7124
1183,-2049.917,-19341.1046,-2976.1085,64.9288,0.0,-21391.0216,-2911.1797,-24302.2013
1184,-2084.4267,-19352.5399,-2970.8966,64.8799,0.0,-21436.9666,-2906.0167,-24342.9833
1185,-2101.7247,-19434.6282,-2906.2519,65.546,0.0,-21536.3529,-2840.7059,-24377.0588
1186,-2040.9248,-19389.0195,-2979.335,65.7372,0.0,-21429.9443,-2913.5978,-24343.5421
1187,-2074.4098,-19397.552,-2947.4411,65.6021,0.0,-21471.9618,-2881.839,-24353.8008
1188,-2068.1897,-19395.1288,-2942.026,65.3119,0.0,-21463.3185,-2876.7141,-24340.0326
1189,-2097.0633,-19291.4394,-3012.2277,64.9792,0.0,-21388.5027,-2947.2485,-24335.7512
1190,-2080.6122,-19474.735,-2902.8168,65.4322,0.0,-21555.3472,-2837.3846,-24392.7318
1191,-2087.4704,-19479.5425,-2886.6444,65.039,0.0,-21567.0129,-2821.6054,-24388.6183
1192,-2077.9276,-19476.0498,-2865.4873,64.9089,0.0,-21553.9774,-2800.5784,-24354.5558
1193,-2057.7825,-19434.2633,-2906.6152,64.9577,0.0,-21492.0458,-2841.6575,-24333.7033
1194,-2075.8051,-19248.0039,-3035.3073,65.6876,0.0,-21323.809,-2969.6197,-24293.4287
1195,-2074.1095,-19383.1692,-2990.6541,64.7326,0.0,-21457.2787,-2925.9215,-24383.2002
1196,-2056.1953,-19465.8016,-2984.3144,65.2066,0.0,-21521.9969,-2919.1078,-24441.1047
1197,-2085.5615,-19387.2451,-2975.396,65.2603,0.0,-21472.8066,-2910.1357,-24382.9423
1198,-2051.0913,-19440.9795,-2934.4956,65.1609,0.0,-21492.0708,-2869.3347,-24361.4055
1199,-2017.0077,-19363.4401,-2992.9398,65.8073,0.0,-21380.4478,-2927.1325,-24307.5803
1200,-2064.9509,-19325.2388,-2967.3606,65.1036,0.0,-21390.1897,-2902.257,-24292.4467
1201,-2072.4685,-19338.9262,-2990.0432,66.1027,0.0,-21411.3947,-2923.9405,-24335.3352
1202,-2053.8225,-19335.0618,-2993.5939,66.1261,0.0,-21388.8843,-2927.4678,-24316.3521
1203,-2081.8575,-19309.162,-3030.2058,66.2148,0.0,-21391.0195,-2963.991,-24355.0105
1204,-2070.5381,-19389.8267,-2961.8511,65.402,0.0,-21460.3648,-2896.4491,-24356.8139
1205,-2039.7233,-19402.6532,-2912.9018,65.1104,0.0,-21442.3765,-2847.7914,-24290.1679
1206,-2053.8775,-19416.943,-2904.7479,65.3455,0.0,-21470.8205,-2839.4024,-24310.2229
1207,-2047.9393,-19377.3461,-2989.3928,65.6914,0.0,-21425.2854,-2923.7014,-24348.9868
1208,-2066.5218,-19287.6627,-3033.3117,65.362,0.0,-21354.1845,-2967.9497,-24322.1342
1209,-2028.0663,-19339.091,-3029.9964,66.09,0.0,-21367.1573,-2963.9064,-24331.0637
1210,-2071.4969,-19437.5071,-2939.6301,64.6103,0.0,-21509.004,-2875.0198,-24384.0238
1211,-2050.0671,-19341.0001,-2999.482,66.3514,0.0,-21391.0672,-2933.1306,-24324.1978
1212,-2041.3453,-19376.5133,-2952.1179,66.242,0.0,-21417.8586,-2885.8759,-24303.7345
1213,-2063.8055,-19352.2393,-2955.3124,65.9053,0.0,-21416.0448,-2889.4071,-24305.4519
1214,-2061.6722,-19372.742,-2907.5525,64.6906,0.0,-21434.4142,-2842.8619,-24277.2761
1215,-2089.4756,-19293.0047,-2992.4238,65.7979,0.0,-21382.4803,-2926.6259,-24309.1062
1216,-2074.7304,-19314.4304,-3018.939,65.6636,0.0,-21389.1608,-2953.2754,-24342.4362
1217,-2087.5459,-19376.4738,-2942.6193,65.0024,0.0,-21464.0197,-2877.6169,-24341.6366
1218,-2096.821,-19312.2083,-3016.9064,66.2271,0.0,-21409.0293,-2950.6793,-24359.7086
1219,-2058.0112,-19348.9262,-3028.9324,66.0828,0.0,-21406.9374,-2962.8496,-24369.787
1220,-2077.6525,-19423.3473,-2965.6724,66.1432,0.0,-21500.9998,-2899.5292,-24400.529
1221,-2086.0209,-19378.5464,-3007.6919,65.3045,0.0,-21464.5673,-2942.3874,-24406.9547
1222,-2065.8835,-19307.8758,-2996.9287,65.3931,0.0,-21373.7593,-2931.5356,-24305.2949
1223,-2097.5634,-19315.7108,-3046.4737,65.5515,0.0,-21413.2742,-2980.9222,-24394.1964
