POISSON BOLTZMANN:
Complex Energy Terms
Frame #,VDWAALS,EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
1646,-4.3037,-24.0185,-14.1642,2.1117,0.0,-28.3222,-12.0525,-40.3747
1647,-4.2484,-24.0331,-14.0864,2.1593,0.0,-28.2815,-11.9271,-40.2086
1648,-4.0253,-24.3902,-14.2263,2.1361,0.0,-28.4155,-12.0902,-40.5057
1649,-4.2072,-24.7667,-14.0898,2.1283,0.0,-28.9739,-11.9615,-40.9354
1650,-4.9604,-23.5147,-14.5728,2.0937,0.0,-28.4751,-12.4791,-40.9542
1651,-4.8708,-23.2402,-14.3999,2.0865,0.0,-28.111,-12.3134,-40.4244
1652,-4.1546,-24.1077,-14.5954,2.1135,0.0,-28.2623,-12.4819,-40.7442
1653,-4.6853,-23.8378,-13.9578,2.1115,0.0,-28.5231,-11.8463,-40.3694
1654,-3.7312,-24.4198,-14.0744,2.112,0.0,-28.151,-11.9624,-40.1134
1655,-4.2623,-23.5236,-14.3809,2.1177,0.0,-27.7859,-12.2632,-40.0491
1656,-3.175,-24.6079,-13.7241,2.0851,0.0,-27.7829,-11.639,-39.4219
1657,-3.5018,-23.7168,-13.9603,2.0986,0.0,-27.2186,-11.8617,-39.0803
1658,-4.797,-22.8442,-14.7848,2.0708,0.0,-27.6412,-12.714,-40.3552
1659,-3.7749,-24.5222,-14.1315,2.1076,0.0,-28.2971,-12.0239,-40.321
1660,-4.0178,-24.5192,-13.6658,2.1333,0.0,-28.537,-11.5325,-40.0695
1661,-4.7138,-24.3763,-13.8593,2.1104,0.0,-29.0901,-11.7489,-40.839
1662,-5.0995,-24.0596,-13.797,2.1223,0.0,-29.1591,-11.6747,-40.8338
1663,-4.4516,-23.931,-13.5646,2.1364,0.0,-28.3826,-11.4282,-39.8108
1664,-3.1636,-24.3511,-14.8591,2.1455,0.0,-27.5147,-12.7136,-40.2283
1665,-4.8985,-24.2158,-14.8675,2.1341,0.0,-29.1143,-12.7334,-41.8477
1666,-4.4742,-23.0301,-14.7106,2.1171,0.0,-27.5043,-12.5935,-40.0978
1667,-4.6815,-24.0829,-14.3167,2.1359,0.0,-28.7644,-12.1808,-40.9452
1668,-3.7687,-23.665,-14.0478,2.1351,0.0,-27.4337,-11.9127,-39.3464
1669,-4.6808,-24.0034,-13.7442,2.1704,0.0,-28.6842,-11.5738,-40.258
1670,-2.8806,-24.8214,-14.0932,2.1632,0.0,-27.702,-11.93,-39.632
1671,-2.8773,-24.7842,-13.7547,2.116,0.0,-27.6615,-11.6387,-39.3002
1672,-4.2284,-22.6813,-14.1136,2.1561,0.0,-26.9097,-11.9575,-38.8672
1673,-4.016,-24.0627,-13.8545,2.1419,0.0,-28.0787,-11.7126,-39.7913
1674,-4.35,-24.3055,-13.9913,2.1391,0.0,-28.6555,-11.8522,-40.5077
1675,-4.7325,-23.9495,-14.2799,2.177,0.0,-28.682,-12.1029,-40.7849
1676,-2.9046,-24.2165,-13.7758,2.0988,0.0,-27.1211,-11.677,-38.7981
1677,-4.4422,-24.2861,-14.2888,2.1017,0.0,-28.7283,-12.1871,-40.9154
1678,-4.7251,-24.6119,-13.374,2.1254,0.0,-29.337,-11.2486,-40.5856
1679,-5.028,-23.8287,-14.4819,2.1524,0.0,-28.8567,-12.3295,-41.1862
1680,-4.2389,-23.77,-14.4018,2.133,0.0,-28.0089,-12.2688,-40.2777
1681,-4.3831,-23.7712,-13.9699,2.1182,0.0,-28.1543,-11.8517,-40.006
1682,-4.2423,-23.8631,-14.0792,2.1703,0.0,-28.1054,-11.9089,-40.0143
1683,-5.0391,-22.8489,-14.9151,2.1678,0.0,-27.888,-12.7473,-40.6353
1684,-3.7721,-24.3748,-14.0758,2.0979,0.0,-28.1469,-11.9779,-40.1248
1685,-4.1125,-24.0257,-14.3844,2.0968,0.0,-28.1382,-12.2876,-40.4258
1686,-3.9944,-23.6962,-13.9879,2.0757,0.0,-27.6906,-11.9122,-39.6028
1687,-4.6957,-23.2368,-14.5172,2.1526,0.0,-27.9325,-12.3646,-40.2971
1688,-4.7177,-23.6801,-14.204,2.0872,0.0,-28.3978,-12.1168,-40.5146
1689,-4.3515,-24.1002,-13.4912,2.1407,0.0,-28.4517,-11.3505,-39.8022
1690,-3.9094,-24.363,-13.9178,2.089,0.0,-28.2724,-11.8288,-40.1012
1691,-4.3599,-23.4895,-14.5549,2.1347,0.0,-27.8494,-12.4202,-40.2696
1692,-3.8159,-23.755,-14.3577,2.1647,0.0,-27.5709,-12.193,-39.7639
1693,-3.5144,-24.3506,-14.052,2.086,0.0,-27.865,-11.966,-39.831
1694,-4.6649,-24.3024,-14.1576,2.1196,0.0,-28.9673,-12.038,-41.0053
1695,-3.4813,-23.6617,-14.264,2.072,0.0,-27.143,-12.192,-39.335
1696,-4.0825,-23.5905,-14.2848,2.1702,0.0,-27.673,-12.1146,-39.7876
1697,-4.1982,-23.842,-14.1762,2.1362,0.0,-28.0402,-12.04,-40.0802
1698,-4.74,-23.6576,-14.2813,2.1383,0.0,-28.3976,-12.143,-40.5406
1699,-4.5244,-23.2439,-14.3503,2.1228,0.0,-27.7683,-12.2275,-39.9958
1700,-4.1709,-24.9068,-13.7217,2.1606,0.0,-29.0777,-11.5611,-40.6388
1701,-4.5399,-23.3446,-14.4763,2.1614,0.0,-27.8845,-12.3149,-40.1994
1702,-3.3835,-24.0458,-13.7246,2.0641,0.0,-27.4293,-11.6605,-39.0898
1703,-5.1463,-23.5798,-14.3392,2.0904,0.0,-28.7261,-12.2488,-40.9749
1704,-5.0715,-23.4825,-14.7144,2.0891,0.0,-28.554,-12.6253,-41.1793
1705,-2.8255,-23.6623,-13.9681,2.1284,0.0,-26.4878,-11.8397,-38.3275
1706,-3.657,-23.8306,-14.2983,2.1439,0.0,-27.4876,-12.1544,-39.642
1707,-3.5428,-24.4569,-13.8697,2.0908,0.0,-27.9997,-11.7789,-39.7786
1708,-4.5371,-24.2703,-14.2534,2.1396,0.0,-28.8074,-12.1138,-40.9212
1709,-4.3743,-23.2235,-14.0685,2.0974,0.0,-27.5978,-11.9711,-39.5689
1710,-3.7043,-23.53,-14.1818,2.1169,0.0,-27.2343,-12.0649,-39.2992
1711,-3.9001,-23.7401,-14.1121,2.1013,0.0,-27.6402,-12.0108,-39.651
1712,-4.2682,-23.0491,-14.2164,2.1349,0.0,-27.3173,-12.0815,-39.3988
1713,-3.0643,-24.7018,-13.7616,2.1119,0.0,-27.7661,-11.6497,-39.4158
1714,-4.4439,-23.7359,-13.954,2.0959,0.0,-28.1798,-11.8581,-40.0379
1715,-4.5441,-23.5768,-14.6308,2.1463,0.0,-28.1209,-12.4845,-40.6054
1716,-5.052,-24.345,-13.9587,2.1323,0.0,-29.397,-11.8264,-41.2234
1717,-3.5353,-24.4496,-13.5805,2.1198,0.0,-27.9849,-11.4607,-39.4456
1718,-4.0864,-23.8426,-14.1371,2.0746,0.0,-27.929,-12.0625,-39.9915
1719,-3.8928,-23.7751,-14.34,2.1547,0.0,-27.6679,-12.1853,-39.8532
1720,-4.4452,-23.7331,-14.314,2.0865,0.0,-28.1783,-12.2275,-40.4058
1721,-4.4418,-23.8242,-14.1962,2.1328,0.0,-28.266,-12.0634,-40.3294
1722,-5.1081,-24.4753,-13.3747,2.1187,0.0,-29.5834,-11.256,-40.8394
1723,-3.9776,-23.4263,-14.2907,2.1438,0.0,-27.4039,-12.1469,-39.5508
1724,-3.5034,-23.6827,-14.3031,2.1228,0.0,-27.1861,-12.1803,-39.3664
1725,-5.1843,-24.5279,-13.4283,2.1313,0.0,-29.7122,-11.297,-41.0092
1726,-5.0068,-23.2099,-14.5497,2.1296,0.0,-28.2167,-12.4201,-40.6368
1727,-3.8903,-24.2323,-13.8802,2.1474,0.0,-28.1226,-11.7328,-39.8554
1728,-4.8557,-23.4697,-14.1535,2.121,0.0,-28.3254,-12.0325,-40.3579
1729,-4.9861,-23.3683,-14.4604,2.0608,0.0,-28.3544,-12.3996,-40.754
1730,-4.5984,-23.9131,-13.9298,2.1206,0.0,-28.5115,-11.8092,-40.3207
1731,-3.9162,-24.3076,-13.727,2.1061,0.0,-28.2238,-11.6209,-39.8447
1732,-2.9883,-23.5644,-13.6815,2.1154,0.0,-26.5527,-11.5661,-38.1188
1733,-5.0476,-24.017,-13.9122,2.1364,0.0,-29.0646,-11.7758,-40.8404
1734,-3.5441,-24.943,-13.6849,2.1577,0.0,-28.4871,-11.5272,-40.0143
1735,-4.4894,-24.122,-14.1663,2.1589,0.0,-28.6114,-12.0074,-40.6188
1736,-4.698,-24.4388,-13.676,2.1544,0.0,-29.1368,-11.5216,-40.6584
1737,-3.7819,-23.9971,-14.0119,2.1219,0.0,-27.779,-11.89,-39.669
1738,-4.7368,-24.4803,-13.9736,2.1162,0.0,-29.2171,-11.8574,-41.0745
1739,-3.7919,-24.1517,-14.2738,2.1074,0.0,-27.9436,-12.1664,-40.11
1740,-4.1743,-23.8021,-13.8049,2.1418,0.0,-27.9764,-11.6631,-39.6395
1741,-4.7852,-23.2754,-14.3802,2.1404,0.0,-28.0606,-12.2398,-40.3004
1742,-4.7599,-25.0445,-13.8129,2.1935,0.0,-29.8044,-11.6194,-41.4238
1743,-3.1106,-23.5607,-14.6546,2.1148,0.0,-26.6713,-12.5398,-39.2111
1744,-5.1874,-23.389,-14.8424,2.141,0.0,-28.5764,-12.7014,-41.2778
1745,-4.1314,-23.831,-14.8279,2.08,0.0,-27.9624,-12.7479,-40.7103
1746,-3.8119,-24.2961,-13.7743,2.1244,0.0,-28.108,-11.6499,-39.7579
1747,-4.9073,-24.3482,-14.0236,2.127,0.0,-29.2555,-11.8966,-41.1521
1748,-3.4089,-24.2784,-13.9178,2.1498,0.0,-27.6873,-11.768,-39.4553
1749,-3.2046,-24.857,-13.9709,2.1622,0.0,-28.0616,-11.8087,-39.8703
1750,-4.6493,-23.7238,-14.4684,2.0458,0.0,-28.3731,-12.4226,-40.7957
1751,-3.3716,-23.5677,-14.4519,2.0898,0.0,-26.9393,-12.3621,-39.3014
1752,-4.9101,-23.9707,-14.4172,2.1576,0.0,-28.8808,-12.2596,-41.1404
1753,-3.5024,-23.7625,-13.9684,2.1188,0.0,-27.2649,-11.8496,-39.1145
1754,-4.2314,-24.5941,-13.6201,2.1446,0.0,-28.8255,-11.4755,-40.301
1755,-3.5316,-24.2118,-13.7556,2.153,0.0,-27.7434,-11.6026,-39.346
1756,-4.9281,-24.5088,-13.8263,2.1514,0.0,-29.4369,-11.6749,-41.1118
1757,-3.2255,-24.1516,-13.972,2.1461,0.0,-27.3771,-11.8259,-39.203
1758,-4.8596,-23.715,-14.6233,2.1653,0.0,-28.5746,-12.458,-41.0326
1759,-3.7334,-24.0397,-13.6797,2.1792,0.0,-27.7731,-11.5005,-39.2736
1760,-3.2911,-25.0839,-13.5999,2.1673,0.0,-28.375,-11.4326,-39.8076
1761,-1.91,-24.3128,-13.8904,2.175,0.0,-26.2228,-11.7154,-37.9382
1762,-4.3153,-24.2878,-13.4727,2.14,0.0,-28.6031,-11.3327,-39.9358
1763,-4.4,-23.7162,-13.6679,2.218,0.0,-28.1162,-11.4499,-39.5661
1764,-4.6518,-24.3788,-14.2079,2.1568,0.0,-29.0306,-12.0511,-41.0817
1765,-4.2006,-24.764,-14.2536,2.1228,0.0,-28.9646,-12.1308,-41.0954
1766,-3.3668,-23.2246,-14.5934,2.0953,0.0,-26.5914,-12.4981,-39.0895
1767,-4.7896,-24.2375,-13.7604,2.1942,0.0,-29.0271,-11.5662,-40.5933
1768,-3.7992,-24.0472,-13.7805,2.139,0.0,-27.8464,-11.6415,-39.4879
1769,-3.7056,-24.1271,-13.7146,2.1907,0.0,-27.8327,-11.5239,-39.3566
1770,-3.9787,-24.07,-14.4306,2.1654,0.0,-28.0487,-12.2652,-40.3139
1771,-2.9257,-24.6218,-13.7162,2.1235,0.0,-27.5475,-11.5927,-39.1402
1772,-4.7346,-23.8213,-13.4814,2.1749,0.0,-28.5559,-11.3065,-39.8624
1773,-3.7698,-24.1125,-13.8296,2.1505,0.0,-27.8823,-11.6791,-39.5614
1774,-3.0247,-23.3903,-14.1718,2.0736,0.0,-26.415,-12.0982,-38.5132
1775,-5.1638,-24.0961,-13.1798,2.1375,0.0,-29.2599,-11.0423,-40.3022
1776,-3.935,-24.1349,-13.8372,2.1486,0.0,-28.0699,-11.6886,-39.7585
1777,-4.444,-23.4897,-14.2197,2.1058,0.0,-27.9337,-12.1139,-40.0476
1778,-4.9087,-24.5459,-13.3978,2.1575,0.0,-29.4546,-11.2403,-40.6949
1779,-4.8242,-24.1044,-14.7703,2.1361,0.0,-28.9286,-12.6342,-41.5628
1780,-3.9047,-23.7735,-13.9443,2.1506,0.0,-27.6782,-11.7937,-39.4719
1781,-4.4444,-23.3021,-14.323,2.0818,0.0,-27.7465,-12.2412,-39.9877
1782,-4.1198,-23.6958,-14.0588,2.164,0.0,-27.8156,-11.8948,-39.7104
1783,-3.9529,-23.4659,-14.2803,2.153,0.0,-27.4188,-12.1273,-39.5461
1784,-3.4651,-24.2167,-14.3703,2.1009,0.0,-27.6818,-12.2694,-39.9512
1785,-3.8391,-23.2186,-14.4154,2.1532,0.0,-27.0577,-12.2622,-39.3199
1786,-3.8125,-24.0109,-13.8993,2.1224,0.0,-27.8234,-11.7769,-39.6003
1787,-4.6213,-23.4991,-13.8009,2.1563,0.0,-28.1204,-11.6446,-39.765
1788,-4.8357,-23.6707,-14.3901,2.1675,0.0,-28.5064,-12.2226,-40.729
1789,-4.6114,-24.5074,-13.4674,2.084,0.0,-29.1188,-11.3834,-40.5022
1790,-4.0604,-24.2066,-13.6553,2.1178,0.0,-28.267,-11.5375,-39.8045
1791,-5.0987,-24.0941,-13.7168,2.1167,0.0,-29.1928,-11.6001,-40.7929
1792,-3.7711,-24.0548,-14.0074,2.1409,0.0,-27.8259,-11.8665,-39.6924
1793,-4.4788,-24.4683,-14.2611,2.0809,0.0,-28.9471,-12.1802,-41.1273
1794,-4.1424,-24.1711,-14.0047,2.1146,0.0,-28.3135,-11.8901,-40.2036
1795,-4.6605,-23.6731,-13.9697,2.1174,0.0,-28.3336,-11.8523,-40.1859
1796,-4.3636,-23.7398,-14.1217,2.1141,0.0,-28.1034,-12.0076,-40.111
1797,-4.4235,-23.8967,-13.8838,2.1798,0.0,-28.3202,-11.704,-40.0242
1798,-3.5647,-24.3153,-14.1266,2.1769,0.0,-27.88,-11.9497,-39.8297
1799,-4.8651,-23.8941,-13.8547,2.1787,0.0,-28.7592,-11.676,-40.4352
1800,-4.5969,-24.2257,-14.0232,2.1386,0.0,-28.8226,-11.8846,-40.7072
1801,-4.6061,-24.0895,-13.7907,2.1426,0.0,-28.6956,-11.6481,-40.3437
1802,-3.783,-23.9862,-13.5365,2.1457,0.0,-27.7692,-11.3908,-39.16
1803,-4.7972,-24.6201,-14.1188,2.1242,0.0,-29.4173,-11.9946,-41.4119
1804,-3.4913,-23.9064,-13.9226,2.1354,0.0,-27.3977,-11.7872,-39.1849
1805,-4.0313,-23.9557,-13.9211,2.1059,0.0,-27.987,-11.8152,-39.8022
1806,-5.1249,-24.2362,-13.7982,2.1564,0.0,-29.3611,-11.6418,-41.0029
1807,-2.7543,-24.4631,-13.6296,2.1409,0.0,-27.2174,-11.4887,-38.7061
1808,-4.7179,-23.1336,-14.5969,2.116,0.0,-27.8515,-12.4809,-40.3324
1809,-4.3785,-23.3016,-14.0686,2.1146,0.0,-27.6801,-11.954,-39.6341
1810,-5.1179,-23.1414,-13.9435,2.124,0.0,-28.2593,-11.8195,-40.0788
1811,-3.7584,-23.827,-14.4078,2.0925,0.0,-27.5854,-12.3153,-39.9007
1812,-5.0621,-23.1124,-14.2882,2.1635,0.0,-28.1745,-12.1247,-40.2992
1813,-3.8536,-23.8536,-13.9597,2.1209,0.0,-27.7072,-11.8388,-39.546
1814,-4.0842,-23.3158,-14.4596,2.0971,0.0,-27.4,-12.3625,-39.7625
1815,-4.1687,-23.1884,-14.8212,2.1464,0.0,-27.3571,-12.6748,-40.0319
1816,-4.3852,-23.4459,-14.6176,2.0838,0.0,-27.8311,-12.5338,-40.3649
1817,-3.3967,-23.495,-14.393,2.1661,0.0,-26.8917,-12.2269,-39.1186
1818,-4.9355,-23.4919,-14.3754,2.1262,0.0,-28.4274,-12.2492,-40.6766
1819,-3.5025,-24.1762,-13.8802,2.1586,0.0,-27.6787,-11.7216,-39.4003
1820,-3.0952,-23.3852,-14.299,2.1196,0.0,-26.4804,-12.1794,-38.6598
1821,-4.1752,-23.5658,-13.7856,2.1597,0.0,-27.741,-11.6259,-39.3669
1822,-4.2793,-24.0962,-13.8623,2.1191,0.0,-28.3755,-11.7432,-40.1187
1823,-4.3798,-23.7554,-14.2996,2.1037,0.0,-28.1352,-12.1959,-40.3311
1824,-4.8723,-24.1899,-13.8849,2.1679,0.0,-29.0622,-11.717,-40.7792
1825,-4.7332,-23.0264,-14.0442,2.1266,0.0,-27.7596,-11.9176,-39.6772
1826,-4.7494,-23.7275,-14.5172,2.1399,0.0,-28.4769,-12.3773,-40.8542
1827,-3.1426,-23.2708,-14.0163,2.1361,0.0,-26.4134,-11.8802,-38.2936
1828,-4.6631,-24.03,-13.8393,2.1514,0.0,-28.6931,-11.6879,-40.381
1829,-4.0516,-23.2543,-14.5945,2.1529,0.0,-27.3059,-12.4416,-39.7475
1830,-4.4964,-23.6548,-14.0997,2.1053,0.0,-28.1512,-11.9944,-40.1456
1831,-4.8439,-23.5381,-14.3848,2.1118,0.0,-28.382,-12.273,-40.655
1832,-3.5525,-24.5119,-13.6928,2.0562,0.0,-28.0644,-11.6366,-39.701
1833,-4.8649,-23.9637,-13.9093,2.137,0.0,-28.8286,-11.7723,-40.6009
1834,-3.1363,-24.1085,-14.408,2.1277,0.0,-27.2448,-12.2803,-39.5251
1835,-4.9292,-23.6889,-14.2939,2.1547,0.0,-28.6181,-12.1392,-40.7573
1836,-4.6339,-23.7545,-13.5096,2.122,0.0,-28.3884,-11.3876,-39.776
1837,-3.796,-23.7153,-14.4124,2.1534,0.0,-27.5113,-12.259,-39.7703
1838,-3.4315,-23.6462,-14.9086,2.133,0.0,-27.0777,-12.7756,-39.8533
1839,-4.7776,-23.8543,-13.798,2.1381,0.0,-28.6319,-11.6599,-40.2918
1840,-3.7329,-24.1539,-13.8378,2.1165,0.0,-27.8868,-11.7213,-39.6081
1841,-4.3993,-24.0966,-14.3139,2.1565,0.0,-28.4959,-12.1574,-40.6533
1842,-4.9731,-24.7693,-13.8874,2.1288,0.0,-29.7424,-11.7586,-41.501
1843,-3.7515,-24.5206,-14.102,2.1023,0.0,-28.2721,-11.9997,-40.2718
1844,-5.2413,-24.0701,-14.0339,2.1572,0.0,-29.3114,-11.8767,-41.1881
1845,-3.5328,-23.8715,-14.2776,2.1234,0.0,-27.4043,-12.1542,-39.5585
1846,-4.273,-24.3703,-13.8918,2.1205,0.0,-28.6433,-11.7713,-40.4146
1847,-4.2512,-23.8742,-14.1985,2.1313,0.0,-28.1254,-12.0672,-40.1926
1848,-4.1886,-24.0583,-13.9609,2.1461,0.0,-28.2469,-11.8148,-40.0617
1849,-3.9111,-24.7015,-13.8418,2.0866,0.0,-28.6126,-11.7552,-40.3678
1850,-5.3478,-23.2009,-14.642,2.1075,0.0,-28.5487,-12.5345,-41.0832
1851,-3.4467,-23.045,-14.676,2.084,0.0,-26.4917,-12.592,-39.0837
1852,-4.2523,-24.1104,-14.4153,2.1359,0.0,-28.3627,-12.2794,-40.6421
1853,-3.8939,-23.8542,-14.1456,2.1598,0.0,-27.7481,-11.9858,-39.7339
1854,-3.4316,-23.6248,-14.0487,2.0952,0.0,-27.0564,-11.9535,-39.0099
1855,-3.6726,-23.1745,-14.8384,2.1061,0.0,-26.8471,-12.7323,-39.5794
1856,-3.7785,-23.73,-14.2678,2.1204,0.0,-27.5085,-12.1474,-39.6559
1857,-4.2181,-23.3838,-14.3962,2.1492,0.0,-27.6019,-12.247,-39.8489
1858,-5.1616,-23.5245,-14.5541,2.068,0.0,-28.6861,-12.4861,-41.1722
1859,-5.0886,-23.7584,-14.1262,2.1467,0.0,-28.847,-11.9795,-40.8265
1860,-4.9,-24.2884,-13.7648,2.0952,0.0,-29.1884,-11.6696,-40.858
1861,-4.9805,-23.3822,-14.1278,2.1391,0.0,-28.3627,-11.9887,-40.3514
1862,-4.7764,-23.7355,-14.1893,2.1445,0.0,-28.5119,-12.0448,-40.5567
1863,-4.8135,-23.7878,-13.7081,2.1231,0.0,-28.6013,-11.585,-40.1863
1864,-4.8058,-23.7635,-14.1947,2.1615,0.0,-28.5693,-12.0332,-40.6025
1865,-4.7559,-24.9733,-14.1459,2.1389,0.0,-29.7292,-12.007,-41.7362
1866,-4.2885,-23.1245,-14.7549,2.1019,0.0,-27.413,-12.653,-40.066
1867,-4.9418,-24.3042,-14.0825,2.1301,0.0,-29.246,-11.9524,-41.1984
1868,-4.942,-23.4844,-14.2979,2.0793,0.0,-28.4264,-12.2186,-40.645
1869,-4.161,-24.692,-13.3466,2.1484,0.0,-28.853,-11.1982,-40.0512
1870,-3.9459,-24.4985,-14.3171,2.1632,0.0,-28.4444,-12.1539,-40.5983
1871,-3.8795,-24.5628,-13.8763,2.1372,0.0,-28.4423,-11.7391,-40.1814
1872,-4.1613,-22.9446,-14.0395,2.1063,0.0,-27.1059,-11.9332,-39.0391
1873,-3.8637,-24.5901,-13.8154,2.1347,0.0,-28.4538,-11.6807,-40.1345
1874,-4.6166,-23.692,-14.019,2.1218,0.0,-28.3086,-11.8972,-40.2058
1875,-5.0179,-23.1701,-14.1709,2.1543,0.0,-28.188,-12.0166,-40.2046
1876,-3.5173,-22.8894,-14.4348,2.0845,0.0,-26.4067,-12.3503,-38.757
1877,-4.2868,-23.5696,-14.3404,2.1614,0.0,-27.8564,-12.179,-40.0354
1878,-3.7906,-24.5338,-13.8369,2.1673,0.0,-28.3244,-11.6696,-39.994
1879,-4.1138,-24.0796,-14.2483,2.1406,0.0,-28.1934,-12.1077,-40.3011
1880,-3.4941,-23.3913,-13.9125,2.1698,0.0,-26.8854,-11.7427,-38.6281
1881,-3.1908,-24.2699,-13.9719,2.1356,0.0,-27.4607,-11.8363,-39.297
1882,-3.1331,-23.6751,-14.3224,2.169,0.0,-26.8082,-12.1534,-38.9616
1883,-4.5568,-23.621,-13.7371,2.1487,0.0,-28.1778,-11.5884,-39.7662
1884,-3.4253,-24.0587,-14.2223,2.1357,0.0,-27.484,-12.0866,-39.5706
1885,-5.1031,-23.6232,-13.9867,2.1485,0.0,-28.7263,-11.8382,-40.5645
1886,-3.2887,-23.8825,-14.1357,2.1333,0.0,-27.1712,-12.0024,-39.1736
1887,-4.7253,-24.0969,-13.7563,2.1271,0.0,-28.8222,-11.6292,-40.4514
1888,-4.4646,-22.9686,-14.7326,2.0569,0.0,-27.4332,-12.6757,-40.1089
1889,-4.7833,-24.4248,-13.7135,2.148,0.0,-29.2081,-11.5655,-40.7736
1890,-4.4181,-24.0089,-13.7379,2.1498,0.0,-28.427,-11.5881,-40.0151
1891,-4.4428,-22.9428,-14.3425,2.0794,0.0,-27.3856,-12.2631,-39.6487
1892,-4.2787,-24.0989,-14.1573,2.139,0.0,-28.3776,-12.0183,-40.3959
1893,-4.9899,-24.0516,-14.1502,2.109,0.0,-29.0415,-12.0412,-41.0827
1894,-3.5006,-24.2127,-13.8524,2.1076,0.0,-27.7133,-11.7448,-39.4581
1895,-3.7299,-23.509,-14.5345,2.0763,0.0,-27.2389,-12.4582,-39.6971
1896,-4.8313,-24.073,-14.1938,2.105,0.0,-28.9043,-12.0888,-40.9931
1897,-4.1534,-23.8893,-14.2402,2.1328,0.0,-28.0427,-12.1074,-40.1501
1898,-4.5932,-24.335,-13.9893,2.094,0.0,-28.9282,-11.8953,-40.8235
1899,-4.467,-23.7017,-14.288,2.1002,0.0,-28.1687,-12.1878,-40.3565
1900,-4.2548,-24.5491,-13.5606,2.0944,0.0,-28.8039,-11.4662,-40.2701
1901,-4.781,-24.0527,-14.2227,2.0879,0.0,-28.8337,-12.1348,-40.9685
1902,-4.3091,-24.1301,-13.2881,2.084,0.0,-28.4392,-11.2041,-39.6433
1903,-5.4633,-23.6852,-14.0846,2.1527,0.0,-29.1485,-11.9319,-41.0804
1904,-4.7947,-24.3916,-14.2934,2.1573,0.0,-29.1863,-12.1361,-41.3224
1905,-2.9105,-24.4952,-13.5273,2.0886,0.0,-27.4057,-11.4387,-38.8444
1906,-3.9763,-24.8977,-14.1514,2.1233,0.0,-28.874,-12.0281,-40.9021
1907,-4.3254,-23.3992,-13.5697,2.0609,0.0,-27.7246,-11.5088,-39.2334
1908,-3.8299,-24.0271,-14.4303,2.1519,0.0,-27.857,-12.2784,-40.1354
1909,-4.15,-23.4541,-13.9274,2.0814,0.0,-27.6041,-11.846,-39.4501
1910,-4.8937,-24.1101,-13.6612,2.1268,0.0,-29.0038,-11.5344,-40.5382
1911,-3.9985,-24.3681,-14.0808,2.0909,0.0,-28.3666,-11.9899,-40.3565
1912,-4.6636,-23.5546,-13.8337,2.1377,0.0,-28.2182,-11.696,-39.9142
1913,-1.754,-23.874,-14.0624,2.0807,0.0,-25.628,-11.9817,-37.6097
1914,-4.533,-23.7819,-14.0664,2.0964,0.0,-28.3149,-11.97,-40.2849
1915,-4.9927,-24.1537,-14.5208,2.0822,0.0,-29.1464,-12.4386,-41.585
1916,-4.3009,-23.7591,-13.9619,2.138,0.0,-28.06,-11.8239,-39.8839
1917,-4.7155,-23.8419,-13.9698,2.1124,0.0,-28.5574,-11.8574,-40.4148
1918,-5.0934,-23.9083,-13.7106,2.1111,0.0,-29.0017,-11.5995,-40.6012
1919,-5.3633,-24.645,-13.3132,2.0699,0.0,-30.0083,-11.2433,-41.2516
1920,-4.5589,-24.2142,-13.6484,2.1212,0.0,-28.7731,-11.5272,-40.3003
1921,-4.5162,-24.7484,-13.6854,2.1076,0.0,-29.2646,-11.5778,-40.8424
1922,-4.0932,-24.4801,-14.3467,2.1745,0.0,-28.5733,-12.1722,-40.7455
1923,-4.9376,-23.8612,-14.2498,2.1089,0.0,-28.7988,-12.1409,-40.9397
1924,-5.13,-24.2256,-14.0374,2.1198,0.0,-29.3556,-11.9176,-41.2732
1925,-4.7728,-24.4274,-13.8843,2.0746,0.0,-29.2002,-11.8097,-41.0099
1926,-5.0266,-23.8685,-14.2115,2.1351,0.0,-28.8951,-12.0764,-40.9715
1927,-3.7508,-24.1236,-13.6546,2.0793,0.0,-27.8744,-11.5753,-39.4497
1928,-4.2625,-24.7502,-13.7033,2.0918,0.0,-29.0127,-11.6115,-40.6242
1929,-5.1049,-23.7371,-14.399,2.1392,0.0,-28.842,-12.2598,-41.1018
1930,-4.8122,-24.5743,-13.7828,2.1372,0.0,-29.3865,-11.6456,-41.0321
1931,-3.6237,-24.2855,-13.8937,2.1241,0.0,-27.9092,-11.7696,-39.6788
1932,-2.9589,-23.9571,-14.1635,2.1242,0.0,-26.916,-12.0393,-38.9553
1933,-4.6719,-23.8004,-13.8906,2.1274,0.0,-28.4723,-11.7632,-40.2355
1934,-4.536,-23.9332,-14.4573,2.1435,0.0,-28.4692,-12.3138,-40.783
1935,-4.979,-24.2498,-13.6699,2.1442,0.0,-29.2288,-11.5257,-40.7545
1936,-4.2278,-23.8806,-13.5916,2.1081,0.0,-28.1084,-11.4835,-39.5919
1937,-3.1462,-24.0646,-14.2461,2.1358,0.0,-27.2108,-12.1103,-39.3211
1938,-3.7331,-24.4394,-14.0549,2.1086,0.0,-28.1725,-11.9463,-40.1188
1939,-5.3035,-23.2918,-14.2875,2.1349,0.0,-28.5953,-12.1526,-40.7479
